Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Modus_Operandi_num_code,Time_Difference_Log
1500    BAY VIEW                     AV,33.7929,-118.271,5,515,1,46,F,H,122,0.0,IC,Property Crimes,17.5,2020,7,5,17,4,6,3.2188758248682006
12100    DELANTE                      WY,34.2931,-118.5273,17,1715,2,43,M,A,501,0.0,IC,Crimes against Public Order,17.0,2021,7,4,3,5,1,8.784009071186633
4500    DON FELIPE                   DR,34.0067,-118.3532,3,391,1,73,M,A,501,113.0,AA,Crimes against Public Order,19.166666666666668,2020,2,4,14,4,7,0.0
500    FIGUEROA                     PL,33.7747,-118.2803,5,521,1,73,M,W,108,0.0,IC,Property Crimes,16.166666666666668,2020,9,1,1,1,2,0.0
3100    WILSHIRE                     BL,34.0652,-118.2878,20,2029,2,0,X,X,502,0.0,IC,Property Crimes,10.583333333333334,2020,9,1,15,1,3,0.0
41ST                         PL,34.0082,-118.3089,3,395,1,72,M,H,101,200.0,IC,Property Crimes,1.5,2020,1,0,20,0,10,0.0
ADAMS,34.0326,-118.3363,3,333,2,55,F,H,101,511.0,IC,Crimes against Public Order,22.5,2020,1,4,6,0,7,6.398594934535208
800 W  169TH                        ST,33.8781,-118.2891,18,1891,2,50,M,W,501,0.0,IC,Crimes against Public Order,22.083333333333332,2020,2,4,28,4,2,0.0
1200 W  M                            ST,33.7886,-118.2778,5,514,2,46,F,O,501,0.0,IC,Fraud and White-Collar Crimes,23.75,2020,8,0,24,0,2,0.0
1400    LONGWORTH                    DR,34.0535,-118.4972,8,824,1,51,M,O,101,0.0,IC,Property Crimes,16.0,2020,9,0,6,6,3,3.2188758248682006
9200    AIRPORT                      BL,33.9523,-118.3906,14,1495,2,0,X,X,203,0.0,IC,Property Crimes,19.0,2020,6,1,23,1,1,0.0
13500    PAXTON                       ST,34.2734,-118.4267,16,1612,2,57,M,H,122,0.0,IC,Property Crimes,19.166666666666668,2020,1,2,8,2,4,0.0
7300 N  LANKERSHIM                   BL,34.2031,-118.3878,15,1505,2,30,F,B,101,0.0,IC,Property Crimes,16.666666666666668,2020,11,1,1,6,1,3.8918202981106265
700    BROOKS                       AV,33.9968,-118.4663,14,1414,1,30,M,W,501,500.0,IC,Property Crimes,12.0,2021,1,5,30,2,2,4.290459441148391
22100    AVENUE MORELOS,34.152,-118.6072,21,2185,1,0,,,104,0.0,IC,Property Crimes,6.0,2020,11,0,9,0,1,0.0
15300    SATICOY                      ST,34.2085,-118.4662,9,901,2,17,M,W,710,400.0,AO,Violent Crimes,20.0,2020,11,6,30,4,3,3.8918202981106265
4300    DON ARELLANES                DR,34.0084,-118.3501,3,391,1,0,,,101,0.0,IC,Property Crimes,9.75,2020,8,1,17,0,1,3.2188758248682006
800    COEUR D ALENE                AV,33.9897,-118.4537,14,1443,2,37,F,W,502,0.0,IC,Fraud and White-Collar Crimes,15.0,2020,10,4,8,3,1,3.2188758248682006
900 W  17TH                         ST,34.0389,-118.2762,2,299,1,0,,,108,0.0,IC,Property Crimes,0.016666666666666666,2020,12,5,5,5,1,0.0
22200    DEL VALLE                    ST,34.1668,-118.6104,21,2185,2,74,M,A,501,400.0,AA,Violent Crimes,20.0,2020,10,3,13,1,4,3.8918202981106265
14000    WEIDNER                      ST,34.2621,-118.4385,16,1621,1,23,F,H,101,102.0,IC,Property Crimes,18.0,2020,1,0,13,0,3,0.0
100 E  82ND                         PL,33.9645,-118.2739,12,1268,2,33,M,B,104,0.0,IC,Property Crimes,18.0,2020,7,0,26,4,1,6.3578422665081
7300    VAN NUYS                     BL,34.203,-118.4487,9,906,1,0,,,108,0.0,IC,Property Crimes,18.0,2020,8,6,28,4,1,3.8918202981106265
2000    MERTON                       AV,34.1381,-118.2131,11,1115,2,0,X,X,708,0.0,IC,Property Crimes,20.75,2020,7,0,10,4,2,4.290459441148391
3700    ROYAL WOODS                  DR,34.138,-118.4727,10,1099,1,61,F,W,119,0.0,IC,Property Crimes,20.966666666666665,2020,9,3,18,1,4,5.953243334287785
800 S  FIGUEROA                     ST,34.0476,-118.2615,1,162,2,0,,,203,0.0,IC,Fraud and White-Collar Crimes,12.0,2021,1,5,1,6,1,7.305860032684009
WESTERN,34.1038,-118.3151,6,638,1,42,M,H,102,113.0,IC,Property Crimes,13.0,2020,10,5,3,5,1,0.0
100 W  77TH                         ST,33.9698,-118.2739,12,1258,2,27,F,B,501,400.0,IC,Violent Crimes,19.0,2020,8,4,21,4,7,0.0
100 N  SOTO                         ST,34.0445,-118.2116,4,464,2,48,M,H,605,0.0,IC,Fraud and White-Collar Crimes,12.0,2020,11,0,17,3,1,7.007600613951853
3RD                          ST,34.0719,-118.3614,7,723,1,0,X,X,101,0.0,IC,Property Crimes,16.0,2020,6,3,30,5,1,5.666426688112432
20500    MAYALL                       ST,34.2536,-118.5798,17,1753,1,43,F,B,501,0.0,IC,Property Crimes,17.0,2020,2,5,25,5,3,6.22455842927536
2300 N  HIGHLAND                     AV,34.1107,-118.3364,6,625,1,25,F,H,108,400.0,IC,Violent Crimes,21.5,2020,9,0,25,4,4,4.290459441148391
8400    SYLMAR                       AV,34.2239,-118.442,19,1987,2,57,F,H,501,310.0,AO,Property Crimes,13.333333333333334,2020,5,4,15,4,1,0.0
7100 N  SEPULVEDA                    BL,34.1993,-118.4662,9,914,1,0,X,X,402,400.0,IC,Property Crimes,20.833333333333332,2020,10,6,24,5,7,3.2188758248682006
1100 N  STATE                        ST,34.0578,-118.2102,4,443,1,0,,,108,0.0,IC,Property Crimes,13.5,2020,11,3,5,3,1,0.0
KITTRIDGE,34.1903,-118.5317,10,1035,2,50,M,H,122,0.0,IC,Property Crimes,7.0,2020,10,0,26,0,4,0.0
1500 S  LA CIENEGA                   BL,34.0495,-118.3805,8,859,1,0,X,X,248,0.0,IC,Property Crimes,17.5,2020,9,5,25,4,3,3.2188758248682006
1400 W  3RD                          ST,34.0583,-118.2616,2,248,2,30,F,H,102,500.0,AO,Violent Crimes,19.5,2020,12,3,31,3,5,0.0
13000    CARL                         ST,34.2688,-118.4158,16,1623,1,29,M,O,101,0.0,IC,Property Crimes,5.0,2020,2,1,7,1,2,6.511745329644728
9200 S  BROADWAY,33.9524,-118.2782,18,1802,2,38,F,B,102,400.0,AO,Violent Crimes,21.833333333333332,2020,5,5,2,5,6,0.0
FLIGHT DECK,34.0577,-118.2318,1,119,2,0,X,X,710,500.0,IC,Crimes against Public Order,2.25,2020,10,2,22,5,1,7.007600613951853
100 E  120TH                        ST,33.9237,-118.2739,18,1862,1,59,M,B,108,207.0,AO,Crimes against Public Order,13.0,2020,7,5,4,5,4,0.0
DARBY                        AV,34.1939,-118.5335,10,1035,2,17,F,H,101,400.0,IC,Violent Crimes,15.666666666666666,2020,2,3,6,3,10,0.0
1900    VENICE                       BL,34.044,-118.2971,20,2076,2,43,M,W,122,0.0,IC,Property Crimes,6.0,2020,6,2,10,2,2,0.0
18200    PARTHENIA                    ST,34.234,-118.5375,17,1785,1,0,,,101,0.0,IC,Property Crimes,9.0,2020,10,1,20,1,1,0.0
4900    BALBOA                       BL,34.1593,-118.5011,10,1078,2,33,M,W,501,0.0,IC,Fraud and White-Collar Crimes,16.25,2020,11,6,10,0,4,8.834191318202071
10200    SANTA MONICA                 BL,34.06,-118.42,8,839,1,0,X,X,248,0.0,IC,Property Crimes,17.666666666666668,2020,8,6,1,5,3,3.2188758248682006
21000    VANOWEN                      ST,34.1938,-118.5911,21,2157,1,44,F,O,108,0.0,IC,Property Crimes,18.0,2020,6,3,21,6,3,4.574710978503383
11200    BALBOA                       BL,34.2757,-118.5144,17,1729,2,57,F,H,501,0.0,AO,Crimes against Public Order,19.5,2020,7,1,28,1,4,0.0
20200    SCHOOLCRAFT                  ST,34.1966,-118.5732,21,2148,1,38,M,H,501,200.0,AA,Violent Crimes,3.5,2020,6,1,2,1,6,0.0
4000    REDWOOD                      AV,33.9906,-118.4391,14,1453,1,34,F,W,101,500.0,IC,Property Crimes,12.0,2020,8,2,25,1,4,3.2188758248682006
10800    GORMAN                       AV,33.9372,-118.2312,18,1839,2,22,F,H,501,301.0,AA,Violent Crimes,16.5,2020,4,0,6,0,6,0.0
1800 N  KENMORE                      AV,34.1036,-118.2973,11,1141,1,0,,,707,0.0,IC,Property Crimes,16.5,2020,4,0,18,5,1,3.8918202981106265
14000    RIVERSIDE                    DR,34.1576,-118.438,9,964,1,36,M,O,404,0.0,AA,Property Crimes,22.5,2020,2,2,25,1,4,3.2188758248682006
2600    MARENGO                      ST,34.0545,-118.1989,4,449,1,57,F,H,501,102.0,IC,Crimes against Public Order,2.0,2020,8,5,1,5,3,0.0
6700    HAZELTINE                    AV,34.1926,-118.44,9,926,1,43,F,H,222,0.0,AA,Property Crimes,4.25,2020,10,3,22,3,5,0.0
900 N  SERRANO                      AV,34.0863,-118.3064,6,678,2,31,M,H,502,400.0,AA,Violent Crimes,3.9166666666666665,2020,1,2,1,2,3,0.0
2900 S  RIDGELEY                     DR,34.0266,-118.3637,3,311,2,55,M,B,501,0.0,IC,Fraud and White-Collar Crimes,12.883333333333333,2020,9,2,29,5,3,4.574710978503383
6000    RESEDA                       BL,34.1857,-118.536,10,1034,1,0,M,W,247,0.0,IC,Property Crimes,1.9666666666666668,2020,8,3,13,3,6,0.0
9300    TEXHOMA                      AV,34.2411,-118.5167,17,1775,2,44,M,W,501,400.0,AO,Violent Crimes,23.0,2020,2,1,4,1,4,0.0
4000 S  PACIFIC                      AV,33.7136,-118.2904,5,587,1,26,F,H,101,0.0,IC,Property Crimes,14.5,2020,12,0,6,6,3,3.2188758248682006
4100 S  VERMONT                      AV,34.0073,-118.298,3,397,1,19,X,X,721,106.0,IC,Crimes against Public Order,17.0,2020,11,2,17,1,5,3.2188758248682006
900    CENTENNIAL                   ST,34.0669,-118.2458,1,101,1,0,,,123,0.0,IC,Property Crimes,0.5,2020,12,2,1,1,1,3.2188758248682006
5500 S  WESTERN                      AV,33.9924,-118.3089,12,1213,1,0,X,X,708,0.0,IC,Property Crimes,23.833333333333332,2020,6,0,22,0,2,0.0
1300 E  6TH                          ST,34.0382,-118.2356,1,159,2,22,F,H,108,0.0,IC,Crimes against Public Order,7.666666666666667,2020,7,2,29,2,4,0.0
52ND                         PL,33.995,-118.2827,12,1219,1,0,,,101,0.0,IC,Property Crimes,23.0,2020,6,5,18,3,1,3.8918202981106265
7100    WILBUR                       AV,34.1993,-118.5448,10,1023,2,26,M,O,122,0.0,IC,Property Crimes,1.0,2020,1,2,29,2,1,0.0
100    EL PASEO DE LA PLAZA,34.0615,-118.2412,1,111,2,32,F,H,210,500.0,IC,Violent Crimes,15.833333333333334,2020,7,5,18,5,5,0.0
900 W  VERNON                       AV,34.0073,-118.2894,3,396,2,38,F,H,501,400.0,IC,Violent Crimes,19.5,2020,7,4,16,3,7,3.2188758248682006
200    VENICE                       BL,34.0347,-118.2646,1,192,1,53,M,B,123,312.0,AO,Violent Crimes,1.5,2020,7,4,17,4,6,0.0
7900    NEWCASTLE                    AV,34.2146,-118.5252,10,1005,2,50,F,H,501,400.0,IC,Violent Crimes,22.0,2020,8,0,24,0,6,0.0
S  ALAMEDA                      ST,34.0391,-118.2384,1,159,1,25,M,W,101,0.0,IC,Property Crimes,18.166666666666668,2020,2,3,13,3,2,0.0
3400 W  FLORENCE                     AV,33.9745,-118.3318,12,1251,1,36,M,B,102,102.0,AO,Crimes against Persons,9.966666666666667,2020,1,5,25,5,8,0.0
1400    BELLEVUE                     AV,34.0683,-118.256,2,218,1,0,,,101,0.0,IC,Property Crimes,16.0,2020,10,5,29,3,1,3.8918202981106265
3800    6TH                          AV,34.0173,-118.3241,3,374,1,0,,,104,0.0,IC,Property Crimes,16.0,2020,6,5,12,4,1,3.2188758248682006
12200    PACIFIC                      AV,34.0027,-118.4328,14,1446,1,0,,,707,0.0,IC,Property Crimes,21.883333333333333,2020,11,0,1,6,1,3.2188758248682006
9300    KIRKSIDE                     RD,34.0482,-118.3915,8,887,2,61,M,W,501,511.0,AO,Crimes against Public Order,14.5,2020,9,6,6,6,5,0.0
1300 W  13TH                         ST,33.7325,-118.3056,5,562,1,0,X,X,109,0.0,IC,Property Crimes,6.75,2020,3,3,26,3,1,0.0
3900 S  NORMANDIE                    AV,34.0145,-118.3045,3,376,2,46,F,H,122,0.0,IC,Property Crimes,17.5,2020,8,6,1,5,2,3.2188758248682006
400 S  MANHATTAN                    PL,34.0672,-118.3104,20,2022,2,32,M,H,502,0.0,IC,Fraud and White-Collar Crimes,17.583333333333332,2020,4,1,18,5,2,4.290459441148391
1600    WILSHIRE                     BL,34.0554,-118.2702,2,256,2,51,M,H,108,400.0,IC,Violent Crimes,10.083333333333334,2020,9,3,17,3,5,0.0
MALCOLM                      AV,34.0599,-118.4397,8,828,1,57,M,H,101,306.0,IC,Violent Crimes,18.5,2020,3,1,3,1,4,6.511745329644728
11700    JEFFERSON                    BL,33.9868,-118.4007,14,1465,1,21,M,W,203,0.0,IC,Property Crimes,5.0,2020,4,5,18,5,1,0.0
4700    WILLIS                       AV,34.156,-118.4552,9,974,1,33,F,O,502,400.0,AA,Violent Crimes,20.0,2020,4,5,10,4,6,3.2188758248682006
500 E  7TH                          ST,34.0421,-118.2469,1,166,1,27,M,B,502,215.0,AO,Crimes against Public Order,11.0,2020,9,2,9,2,6,0.0
10200    SANTA MONICA                 BL,34.06,-118.42,8,839,1,40,M,B,108,0.0,IC,Property Crimes,14.5,2020,8,4,28,4,6,0.0
1700    WORKMAN                      ST,34.0614,-118.2141,4,423,2,37,F,W,502,400.0,AO,Violent Crimes,8.0,2021,8,2,18,1,5,9.078065332666364
14600    BLYTHE                       ST,34.2152,-118.4531,19,1995,2,24,M,W,101,113.0,AO,Crimes against Public Order,21.75,2020,4,5,17,4,2,3.2188758248682006
4400    CALHOUN                      AV,34.1507,-118.4422,9,985,2,36,M,O,501,0.0,AO,Crimes against Public Order,3.4166666666666665,2020,3,3,26,3,2,0.0
5800    BENNER                       ST,34.1074,-118.1902,11,1139,1,43,M,W,707,0.0,IC,Property Crimes,17.0,2020,5,3,1,4,2,6.175867270105761
900    NEW DOCK                     ST,33.758,-118.2481,5,559,1,0,X,X,710,0.0,IC,Property Crimes,0.016666666666666666,2020,1,3,13,0,1,4.290459441148391
00    TOLUCA ESTATES               DR,34.1444,-118.36,15,1569,2,83,M,H,501,0.0,IC,Crimes against Public Order,12.25,2020,12,1,28,0,1,3.2188758248682006
5100    YARMOUTH                     AV,34.1629,-118.5202,10,1065,2,71,F,O,501,0.0,IC,Fraud and White-Collar Crimes,20.0,2022,5,5,15,4,3,9.779340559793246
1800 W  89TH                         ST,33.9563,-118.3096,12,1273,2,30,F,B,501,511.0,IC,Crimes against Public Order,12.6,2020,9,0,14,0,3,0.0
4400 N  SEPULVEDA                    BL,34.15,-118.4674,9,981,1,35,M,W,108,0.0,IC,Property Crimes,12.0,2020,12,6,10,3,3,4.290459441148391
3600 W  SLAUSON                      AV,33.989,-118.3358,12,1211,1,0,,,108,0.0,IC,Property Crimes,8.0,2020,10,1,22,5,1,7.256297239690681
300 E  116TH                        PL,33.9283,-118.2695,18,1863,2,38,F,B,501,511.0,IC,Crimes against Public Order,22.0,2020,5,0,16,5,4,3.8918202981106265
9900 S  MAIN                         ST,33.9465,-118.2739,18,1822,1,0,X,X,301,0.0,IC,Property Crimes,11.5,2020,5,4,15,4,3,0.0
4600    COLISEUM                     ST,34.0169,-118.3472,3,362,2,36,M,B,502,0.0,IC,Property Crimes,21.166666666666668,2020,8,2,19,2,4,0.0
BANNER,34.0917,-118.3244,6,666,1,45,M,H,101,310.0,IC,Crimes against Public Order,12.0,2020,7,4,31,4,4,0.0
14500    GILMORE                      ST,34.1876,-118.4496,9,923,1,64,M,W,118,0.0,IC,Property Crimes,16.0,2020,12,3,28,0,3,4.290459441148391
5600    MONTE VISTA                  ST,34.1111,-118.1958,11,1118,1,30,M,W,708,0.0,IC,Property Crimes,13.5,2020,6,6,12,4,1,5.37989735354046
8200 S  GRAND                        AV,33.9651,-118.2804,12,1266,1,20,M,H,101,106.0,IC,Property Crimes,4.416666666666667,2020,4,2,8,2,2,0.0
900 N  LAUREL                       AV,34.0872,-118.3648,7,701,2,29,M,W,501,511.0,IC,Other Crimes,16.916666666666668,2020,11,0,2,0,4,0.0
6200    GYRAL                        DR,34.2531,-118.27,16,1659,1,31,M,W,501,500.0,IC,Property Crimes,14.5,2020,12,6,25,4,2,3.8918202981106265
500 W  88TH                         PL,33.9567,-118.2832,18,1801,1,35,F,B,501,207.0,IC,Crimes against Public Order,15.166666666666666,2020,7,3,2,3,7,0.0
2200 W  15TH                         ST,34.0453,-118.2864,20,2079,1,35,F,H,502,106.0,IC,Crimes against Public Order,23.0,2020,2,5,3,0,5,4.795790545596741
9500    DE SOTO                      AV,34.2427,-118.5886,17,1762,1,55,M,H,301,400.0,JO,Violent Crimes,13.166666666666666,2020,7,0,20,0,4,0.0
OLYMPIC,34.042,-118.259,1,182,2,33,F,H,102,400.0,IC,Violent Crimes,17.25,2020,12,1,22,1,2,0.0
1300 S  LA BREA                      AV,34.0501,-118.3442,7,765,1,24,F,H,203,0.0,IC,Property Crimes,19.7,2020,5,1,30,3,3,4.795790545596741
13500    POLK                         ST,34.3275,-118.4298,19,1904,1,0,,,101,0.0,IC,Property Crimes,19.5,2020,5,5,15,4,1,3.2188758248682006
9400    CORBIN                       AV,34.241,-118.5623,17,1764,2,0,X,X,502,0.0,IC,Property Crimes,6.5,2020,11,0,23,0,1,0.0
2000 W  96TH                         ST,33.9491,-118.3139,12,1283,1,21,F,B,101,400.0,IC,Violent Crimes,22.5,2020,6,5,13,5,5,0.0
10500    MCVINE                       AV,34.2597,-118.3114,16,1637,1,22,F,H,101,307.0,AO,Violent Crimes,17.5,2020,8,4,20,3,3,3.2188758248682006
1300 W  2ND                          ST,34.0609,-118.2586,2,237,1,21,M,B,702,109.0,AO,Violent Crimes,23.75,2020,10,5,10,5,5,0.0
MANCHESTER,33.96,-118.3046,12,1273,1,19,M,B,101,106.0,IC,Violent Crimes,15.583333333333334,2020,8,0,3,0,4,0.0
20500    VENTURA                      BL,34.1683,-118.5787,21,2189,2,40,M,O,108,511.0,AO,Crimes against Public Order,13.0,2020,2,2,12,2,3,0.0
600 S  GAFFEY                       ST,33.7383,-118.2923,5,557,2,0,X,X,210,0.0,IC,Property Crimes,18.5,2020,10,5,31,5,1,0.0
1300    MOHAWK                       ST,34.08,-118.2647,11,1181,1,0,,,101,0.0,AA,Property Crimes,12.0,2020,6,1,30,5,1,6.61338421837956
6900    CHIMINEAS                    AV,34.196,-118.5284,10,1025,1,70,F,B,501,0.0,IC,Property Crimes,12.0,2020,11,2,17,4,3,7.998671361015776
4500    DESERET                      DR,34.1526,-118.6297,21,2183,1,48,M,W,101,500.0,IC,Property Crimes,21.0,2020,8,3,4,1,3,3.8918202981106265
7TH,34.0436,-118.2509,1,174,1,35,F,B,101,0.0,IC,Property Crimes,18.5,2020,10,6,25,6,6,0.0
10200    SANTA MONICA                 BL,34.06,-118.42,8,839,1,0,X,X,404,0.0,IC,Property Crimes,15.383333333333333,2020,10,6,25,6,6,0.0
18100    ROSCOE                       BL,34.2208,-118.5279,10,1004,1,0,,,101,0.0,IC,Property Crimes,19.5,2020,12,3,2,2,1,3.2188758248682006
BLUFF CREEK                  DR,33.9682,-118.4264,14,1464,1,19,M,W,502,0.0,IC,Property Crimes,0.25,2020,9,5,26,5,1,0.0
1200 S  SALTAIR                      AV,34.0453,-118.466,8,841,1,47,M,W,104,0.0,IC,Property Crimes,18.0,2020,4,5,24,4,4,3.2188758248682006
1400 S  POINT VIEW                   ST,34.0522,-118.3699,7,762,2,15,F,B,501,0.0,IC,Crimes against Persons,0.5833333333333334,2020,1,4,17,4,1,0.0
400 E  5TH                          ST,34.0445,-118.2448,1,156,1,36,M,B,502,207.0,IC,Crimes against Public Order,16.5,2020,11,1,16,0,5,3.2188758248682006
2200 S  CENTINELA                    AV,34.0293,-118.4556,8,881,1,0,X,X,102,0.0,AA,Property Crimes,23.75,2020,3,0,2,0,3,0.0
17700    MARGATE                      ST,34.1686,-118.5186,10,1065,1,44,F,W,707,0.0,IC,Property Crimes,2.0,2020,6,0,17,2,4,4.795790545596741
11400    PENROSE                      ST,34.2233,-118.3795,16,1685,1,42,M,H,108,0.0,IC,Property Crimes,16.5,2020,3,1,10,1,2,0.0
00    ROSE                         AV,33.9947,-118.4803,14,1412,2,0,X,X,503,0.0,AA,Property Crimes,8.2,2020,12,6,13,6,1,0.0
400 W  87TH                         ST,33.9587,-118.2815,18,1802,1,0,,,101,0.0,IC,Property Crimes,21.0,2020,5,4,13,2,1,5.37989735354046
100 E  109TH                        ST,33.9374,-118.2739,18,1842,2,67,F,B,518,0.0,IC,Property Crimes,2.0,2020,8,2,12,2,3,0.0
10500    HILLVIEW                     AV,34.2609,-118.6028,17,1722,2,46,M,W,501,0.0,IC,Fraud and White-Collar Crimes,3.4833333333333334,2020,11,5,21,5,1,0.0
20500    HARTLAND                     ST,34.1946,-118.5808,21,2157,1,58,M,H,502,0.0,AA,Property Crimes,0.6333333333333333,2020,9,1,1,1,4,0.0
1700    MAGNOLIA                     AV,34.0427,-118.2864,20,2088,1,36,F,H,501,400.0,AA,Violent Crimes,8.166666666666666,2020,3,3,19,3,8,0.0
3700    CRENSHAW                     BL,34.0182,-118.3349,3,373,1,0,,,108,0.0,AA,Property Crimes,19.5,2020,3,5,20,4,1,3.2188758248682006
10200    DEMPSEY                      AV,34.2555,-118.4772,17,1759,2,33,M,B,501,400.0,AO,Violent Crimes,10.5,2020,4,5,25,5,3,0.0
4100    JENNINGS                     DR,34.0931,-118.1726,4,418,2,0,X,X,501,0.0,IC,Property Crimes,15.0,2020,2,3,19,2,1,3.2188758248682006
1300 S  RIDGELEY                     DR,34.051,-118.3548,7,755,1,29,F,B,108,400.0,IC,Property Crimes,20.5,2020,2,2,12,2,3,0.0
7600    RESEDA                       BL,34.2148,-118.5404,10,1003,2,16,F,H,502,400.0,IC,Violent Crimes,0.016666666666666666,2022,6,1,1,2,3,9.884967102898749
6TH,34.0446,-118.249,1,164,2,24,M,H,122,0.0,AO,Property Crimes,19.833333333333332,2020,1,4,24,4,1,0.0
4900    HIGHLAND VIEW                AV,34.134,-118.209,11,1115,1,75,M,W,501,0.0,IC,Property Crimes,13.0,2020,12,1,14,0,2,5.262690188904886
900 S  WILTON                       PL,34.0555,-118.3143,20,2042,1,35,F,O,707,0.0,IC,Property Crimes,21.833333333333332,2020,7,6,25,5,3,3.2188758248682006
1400    GLENDALE                     BL,34.0797,-118.2601,11,1183,1,23,F,B,108,0.0,IC,Property Crimes,12.0,2020,9,2,23,2,1,0.0
6000    SPRINGVALE                   DR,34.1228,-118.1898,11,1107,2,43,M,W,501,306.0,IC,Property Crimes,6.616666666666667,2020,4,4,4,5,1,4.976733742420574
E  75TH                         ST,33.9721,-118.2586,12,1259,1,47,M,H,101,0.0,IC,Property Crimes,0.016666666666666666,2020,5,2,14,1,2,6.270988431858299
PORTER RANCH                 DR,34.2866,-118.5754,17,1701,1,54,M,W,108,0.0,IC,Property Crimes,18.0,2020,2,5,21,4,3,3.2188758248682006
19500    CANTARA                      ST,34.2191,-118.5623,10,1001,1,45,M,H,101,0.0,IC,Property Crimes,20.5,2020,8,1,7,4,3,5.579729825986222
1200 E  115TH                        ST,33.9303,-118.2532,18,1846,2,30,F,H,501,400.0,AA,Violent Crimes,16.0,2020,2,6,2,6,3,0.0
500 W  7TH                          ST,33.7365,-118.2923,5,565,1,62,M,W,116,0.0,IC,Property Crimes,9.25,2020,9,0,11,4,4,5.484796933490655
700    GULF                         AV,33.778,-118.2728,5,522,2,26,F,H,122,0.0,IC,Property Crimes,22.0,2020,11,5,13,4,2,3.2188758248682006
12700    BLUFF CREEK                  DR,33.973,-118.4194,14,1464,1,38,F,W,502,0.0,AA,Property Crimes,6.416666666666667,2020,2,4,2,6,1,6.437751649736401
