Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Time_Difference_Log
HOOVER,34.0406,-118.2841,2,291,1,1822 0369 0445 0334 2035 0387,41,M,H,301,215.0,IC,1,54.192499999999995,2020,10,0,12,0,0.0
700 S  BERENDO                      ST,34.0582,-118.2941,20,2036,2,0444 0448 0554 0913 2002,38,F,H,502,400.0,AO,1,51.542500000000004,2020,9,4,4,4,0.0
SEPULVEDA                    BL,33.9575,-118.3916,14,1487,1,,0,,,108,0.0,IC,0,19.7425,2020,10,1,26,0,3.2188758248682006
RONALD REAGA                 FY,34.2609,-118.5346,17,1743,1,0945 2021 2004 0443 1822 0325 0319 1402 1501 0344,0,X,X,301,515.0,AA,0,21.995,2020,11,5,14,5,0.0
HERRON,34.3066,-118.4356,19,1916,1,0344 1606,32,M,B,101,0.0,IC,0,6.492500000000001,2020,12,0,21,0,0.0
BOYLE,34.0512,-118.2176,4,453,1,0344 1302,53,M,H,101,0.0,IC,0,30.342499999999998,2020,1,6,5,6,0.0
1800    RODNEY                       DR,34.1036,-118.2896,11,1142,1,,0,,,101,0.0,IC,0,47.7,2020,3,1,2,0,3.2188758248682006
11100    WEDDINGTON                   ST,34.167,-118.3748,15,1548,2,2000 0416,31,M,B,502,400.0,AO,1,31.8,2020,10,4,15,3,3.2188758248682006
700 N  FULLER                       AV,34.0836,-118.3498,7,702,2,1501,64,F,O,501,0.0,IC,2,18.55,2020,7,5,20,4,8.022568946988255
9200    RESEDA                       BL,34.2373,-118.5361,17,1785,2,0444 1501 1822,34,M,O,210,400.0,IC,1,51.675,2020,3,4,20,4,0.0
3500    OBAMA                        BL,34.0164,-118.3312,3,373,1,0325 0104 2004,0,X,X,404,0.0,IC,0,29.918499999999998,2020,1,6,19,6,0.0
5100    EDGEWOOD                     PL,34.0552,-118.3418,7,747,1,325,34,M,W,203,0.0,IC,0,26.5,2020,3,1,4,2,4.976733742420574
VENTURA                      BL,34.1434,-118.3975,15,1591,1,1822 0346 0344,33,F,H,101,0.0,AO,0,3.975,2020,4,0,27,0,0.0
3100 S  GRAND                        AV,34.0225,-118.2748,13,1331,1,1822 1100 1300 0334 0302,0,M,O,101,109.0,IC,1,2.915,2020,3,6,22,6,0.0
4500    LAUREL CANYON                BL,34.1533,-118.4058,15,1562,2,0377 1402 2004,47,M,B,101,0.0,AA,3,48.8925,2020,2,3,19,2,3.2188758248682006
WYANDOTTE,34.2029,-118.6016,21,2136,2,0930 1822,38,F,W,101,0.0,AA,3,59.36,2020,5,2,15,4,4.795790545596741
14000 W  VENTURA                      BL,34.149,-118.4372,9,985,1,1202 0344 2032,86,F,W,402,0.0,IC,0,34.45,2020,8,6,28,4,3.8918202981106265
15500    HART                         ST,34.1976,-118.4705,9,911,1,1302 0321,42,M,H,101,0.0,IC,0,49.025,2020,1,1,12,6,3.8918202981106265
1600    LONG BEACH                   AV,34.0229,-118.2426,13,1317,1,1607 0344,0,M,W,203,0.0,IC,0,1.1925,2020,11,3,19,3,0.0
11600    SYLVAN                       ST,34.1849,-118.3842,15,1526,1,,0,,,101,0.0,IC,0,21.2,2021,4,4,1,4,8.99528899055931
7900 W  SUNSET                       BL,34.0981,-118.3615,6,632,1,0325 1822,0,X,X,403,0.0,IC,0,19.7425,2020,5,1,18,0,3.2188758248682006
1800 S  PACIFIC                      AV,33.7243,-118.2963,5,585,1,1309 0344 1402,0,X,X,406,0.0,AA,0,62.063,2020,2,2,18,1,3.2188758248682006
13300    HATTERAS                     ST,34.1758,-118.4225,9,938,2,0930 1822,31,M,W,501,0.0,IC,3,0.026500000000000003,2020,1,4,2,3,5.262690188904886
1700 W  GAGE                         AV,33.9824,-118.3068,12,1243,2,0329 1300 0361,39,M,H,101,0.0,IC,0,37.1,2020,10,1,20,1,0.0
AVALON                       BL,34.0111,-118.2653,13,1343,2,1300,0,M,H,101,0.0,IC,2,43.513000000000005,2020,10,4,29,3,3.2188758248682006
4100 S  FIGUEROA                     ST,34.0074,-118.285,3,398,2,2038 0913,59,F,H,505,0.0,IC,2,34.45,2020,1,2,8,2,0.0
200 S  SPRING                       ST,34.0517,-118.2456,1,135,1,1609 0344 1822 0375,0,M,W,210,0.0,AA,0,3.4450000000000003,2020,3,0,2,0,0.0
200 N  UNION                        AV,34.0657,-118.268,2,236,1,0344 0394 0349,33,F,W,502,0.0,IC,0,24.0885,2020,11,2,18,2,5.1298987149230735
6800    FALLBROOK                    AV,34.1883,-118.6274,21,2143,1,1202 0344,93,F,W,510,0.0,IC,0,26.5,2020,8,5,31,4,5.262690188904886
7400    HAZELTINE                    AV,34.206,-118.4445,9,906,1,0344 0321,45,M,H,502,0.0,IC,0,37.1,2020,9,3,16,2,3.2188758248682006
1400 W  36TH                         ST,34.0228,-118.3002,3,356,2,2000 0416 0446 1821 1241,30,F,W,501,400.0,AO,1,61.745000000000005,2020,2,4,4,1,5.484796933490655
CANOGA,34.2198,-118.5975,21,2105,1,1260 1420 0910 0344,49,M,B,124,0.0,IC,0,42.4,2020,6,4,26,4,0.0
7600    RUDNICK                      AV,34.2086,-118.6121,21,2114,2,,21,F,B,501,0.0,AO,2,0.026500000000000003,2022,10,4,12,2,9.871429128842239
OLYMPIC,34.0388,-118.4403,8,882,1,0344 1218 1822,50,M,W,158,0.0,IC,0,60.95,2020,9,1,22,1,0.0
00    WINDWARD                     AV,33.9872,-118.4732,14,1431,2,0400 0416 0447,30,M,W,108,212.0,IC,1,48.018,2020,9,5,12,5,0.0
600 W  85TH                         ST,33.9611,-118.2853,12,1267,1,0906 1822 1100 0430 1407 1402 0309,35,M,H,101,106.0,IC,1,37.629999999999995,2020,8,6,16,6,0.0
800 S  HILL                         ST,34.0462,-118.2585,1,162,1,,0,,,108,0.0,IC,0,7.95,2020,8,5,20,3,3.8918202981106265
8300    CLAIRE                       AV,34.221,-118.5507,17,1793,1,2000 0913 0448 1202 1821 0429,68,F,W,501,400.0,AA,1,58.3,2020,8,1,17,0,3.2188758248682006
19100    ROSCOE                       BL,34.2205,-118.5503,10,1001,1,,0,,,104,0.0,AA,0,18.9475,2020,11,2,11,2,0.0
HAZELTINE                    AV,34.1836,-118.4355,9,937,2,1310 0522 1309,34,F,H,108,400.0,AO,1,47.7,2020,7,2,29,2,0.0
800    SILVER LAKE                  BL,34.0807,-118.2753,2,205,1,1602 0344 0329,39,M,H,103,0.0,IC,0,50.35,2020,11,1,16,0,3.2188758248682006
14500    LANARK                       ST,34.2184,-118.4547,19,1994,2,1915,21,M,H,751,0.0,IC,3,32.4625,2022,11,2,2,0,9.771155440487087
11000    MAGNOLIA                     BL,34.1667,-118.3702,15,1548,2,0922 0929 0930 1822,25,M,B,502,0.0,IC,3,40.942499999999995,2023,7,2,1,2,10.338932086385478
500 S  SAN PEDRO                    ST,34.0437,-118.2455,1,156,2,0500 0416 1414 2034 0913 2004 1218,46,F,W,102,400.0,IC,1,55.65,2020,3,3,4,2,3.2188758248682006
6700 S  SEPULVEDA                    BL,33.9777,-118.394,14,1466,1,344,0,X,X,710,0.0,IC,0,31.8,2020,10,3,22,3,5.1298987149230735
1500    VENICE                       BL,33.9945,-118.452,14,1433,1,1236 0945 1822 0325 0421 0447 0342,63,M,B,402,500.0,IC,0,58.9625,2020,9,6,13,6,0.0
3700    SAWTELLE                     BL,34.0111,-118.4293,14,1435,2,1501,0,X,X,502,0.0,IC,2,48.3625,2020,9,2,2,2,0.0
13800    RAYEN                        ST,34.2331,-118.4368,19,1977,2,1822,33,F,H,501,0.0,IC,3,50.35,2020,12,6,12,5,3.2188758248682006
3300    BEETHOVEN                    ST,34.0075,-118.4472,14,1416,1,0344 1606,43,F,W,501,0.0,IC,0,42.983,2020,7,3,15,2,3.2188758248682006
2600    CHARITON                     ST,34.0349,-118.3797,8,899,2,0400 0416 0446 0444,71,F,X,501,400.0,AO,1,15.9,2020,12,6,13,6,0.0
6100    LANKERSHIM                   BL,34.1817,-118.3848,15,1526,2,0400 0416 0356,18,M,H,210,400.0,AO,1,42.4,2020,8,6,2,6,0.0
11600    MAYFIELD                     AV,34.0531,-118.4618,8,832,1,0352 1822 0321 1607 0386 0344,26,F,W,707,0.0,IC,0,59.095,2020,12,0,19,5,3.8918202981106265
10500    WELLWORTH                    AV,34.0604,-118.4317,8,834,2,100,55,M,W,502,0.0,IC,3,25.3075,2020,6,1,29,0,3.2188758248682006
900    MARINE                       AV,33.7812,-118.2638,5,526,1,,0,,,101,0.0,IC,0,42.4,2020,3,6,28,5,3.2188758248682006
500 N  SPAULDING                    AV,34.0802,-118.3574,7,702,2,0930 0928 0929,41,F,B,750,0.0,IC,3,21.4915,2021,5,3,2,0,8.398634855292102
700 S  FIGUEROA                     ST,34.0483,-118.2631,1,161,1,344,28,M,H,404,0.0,IC,0,40.545,2020,8,1,4,1,5.1298987149230735
200 S  WESTLAKE                     AV,34.0649,-118.2696,2,236,2,2004 1822 0601 0329,0,X,X,502,0.0,AA,0,42.4,2020,7,3,2,3,0.0
800 W  95TH                         ST,33.9501,-118.2901,18,1821,2,1814 0913 0444 0369 2002 0421 0422 0432 2000,51,F,H,501,400.0,IC,1,0.265,2020,12,1,1,1,0.0
1600 S  ALAMEDA                      ST,34.0245,-118.244,13,1317,1,,0,,,108,0.0,AO,0,45.05,2020,7,4,17,4,0.0
23100    GAINFORD                     ST,34.1602,-118.6299,21,2183,1,0394 0344,56,F,O,501,0.0,IC,0,34.688500000000005,2020,6,1,8,0,3.2188758248682006
8TH,34.0459,-118.2579,1,162,1,1822 0917 1266 1402 0334 0445 1607 2004,44,M,H,108,219.0,AO,1,43.5925,2020,7,3,16,3,0.0
900 W  81ST                         ST,33.9655,-118.2889,12,1266,1,0906 0430 1300 1270 1402,44,M,B,101,106.0,IC,1,35.245000000000005,2020,12,2,9,2,0.0
6600    ALDEA                        AV,34.1903,-118.508,10,1037,2,1822 0928,31,M,H,501,0.0,IC,3,31.8,2023,12,2,1,3,10.247112717290387
800    LINCOLN                      BL,33.9991,-118.4631,14,1415,2,0421 1402,28,M,H,108,500.0,AA,2,37.2325,2020,10,3,29,3,0.0
300    WITMER                       ST,34.0589,-118.2636,2,248,1,2000 1402 1813 0334 0400 0421 0432 1276 0913,34,F,H,502,205.0,AO,2,3.975,2020,5,4,1,4,0.0
600 S  HOBART                       BL,34.058,-118.3053,20,2033,1,,0,,,108,0.0,AA,0,56.8425,2020,9,6,26,5,3.2188758248682006
6200    AVALON                       BL,33.9832,-118.2652,13,1385,1,0344 1609,28,M,B,501,0.0,IC,0,29.15,2020,4,2,12,6,4.290459441148391
13000    BORDEN                       AV,34.3061,-118.4414,19,1916,2,1259 1501,16,F,H,721,0.0,IC,5,29.627,2020,2,0,10,0,0.0
HOLLYWOOD,34.1016,-118.3267,6,646,2,1300 1309 1822,0,X,X,101,0.0,IC,2,51.41,2020,9,3,3,3,0.0
42ND                         PL,34.0062,-118.2827,3,398,2,2004 0913 0416 0446,58,M,H,102,400.0,IC,1,37.1,2020,2,2,26,2,0.0
15400    MULHOLLAND                   DR,34.1297,-118.4688,8,805,1,,0,,,101,0.0,IC,0,53.0,2020,5,6,9,5,3.2188758248682006
1200 E  108TH                        ST,33.9378,-118.2542,18,1836,1,,0,,,101,0.0,IC,0,58.3,2020,8,2,11,1,3.2188758248682006
17900    BORIS                        DR,34.1533,-118.5251,10,1094,1,0913 0500 0515 1820 1259 2024,16,F,W,501,400.0,IC,1,7.95,2021,10,0,29,5,9.172119159155985
VERMONT                      AV,34.0037,-118.2916,3,396,1,1822 1202 0444 0429,70,F,H,101,400.0,IC,0,26.5,2020,11,4,6,4,0.0
23200    HAMLIN                       ST,34.189,-118.6345,21,2142,2,1906 1803,51,M,B,501,511.0,AO,2,13.780000000000001,2020,6,5,8,0,5.666426688112432
3400    WHITTIER                     BL,34.0278,-118.201,4,478,1,344,66,M,H,203,0.0,IC,0,34.45,2020,5,3,7,3,0.0
5700    TUJUNGA                      AV,34.1758,-118.3834,15,1535,2,1814 2000 0400 0416,29,F,W,502,400.0,AA,1,14.045000000000002,2020,9,0,28,0,0.0
4200    MOORE                        ST,33.9906,-118.4391,14,1453,1,344,35,M,W,121,0.0,IC,0,42.4,2020,6,4,6,5,5.746203190540153
CANOGA,34.2645,-118.5973,17,1722,1,,0,,,101,0.0,IC,0,53.0,2020,10,5,23,4,3.2188758248682006
WASHINGTON,34.0398,-118.338,7,785,2,1822 0416 0431,59,F,W,102,500.0,IC,1,22.3925,2020,7,3,23,3,0.0
400 W  40TH                         ST,33.7079,-118.2864,5,589,2,0329 1300,51,F,W,122,0.0,IC,0,29.15,2020,11,6,28,5,3.2188758248682006
800    GLENDALE                     BL,34.0727,-118.2637,2,217,1,0394 1202 0344,68,M,H,502,0.0,IC,0,42.4,2020,1,2,10,4,5.666426688112432
200 W  98TH                         ST,33.9474,-118.2768,18,1822,2,2000 0913 1813 0416,47,F,B,502,400.0,IC,1,45.05,2020,4,1,7,1,0.0
9000    NORRIS                       AV,34.2323,-118.3759,16,1675,1,,0,,,101,0.0,IC,0,37.1,2020,9,1,1,1,0.0
9100    VANALDEN                     AV,34.2355,-118.5492,17,1783,1,,0,,,101,0.0,AA,0,47.7,2020,11,1,1,6,3.8918202981106265
700 W  80TH                         ST,33.9667,-118.2856,12,1266,1,1202 0329 0416 0429 0445 0913,62,M,B,501,500.0,IC,1,47.7,2020,3,0,25,1,4.976733742420574
MELROSE,34.0836,-118.3742,7,701,1,0386 1300,33,F,B,101,0.0,IC,0,37.1,2020,6,5,27,5,0.0
21100    SHERMAN                      WY,34.2011,-118.5935,21,2136,2,1822 1218,34,M,B,108,0.0,IC,2,24.247500000000002,2020,8,5,1,5,0.0
14800    DICKENS                      ST,34.1509,-118.456,9,984,1,1606 0344,34,F,W,108,0.0,IC,0,34.45,2020,4,3,29,2,3.2188758248682006
3700    MENTONE                      AV,34.0222,-118.4068,14,1406,2,2000,0,M,W,502,212.0,IC,1,19.345,2020,1,2,1,2,0.0
5100    ROCKLAND                     AV,34.1393,-118.2152,11,1105,2,1501,30,F,W,501,0.0,IC,3,21.9685,2020,5,6,23,5,3.2188758248682006
2800 E  WASHINGTON                   BL,34.0173,-118.2196,4,497,2,0913 0446,24,M,H,101,400.0,IC,1,43.725,2020,12,4,4,4,0.0
5800 W  OLYMPIC                      BL,34.0575,-118.3559,7,743,1,0344 1606,38,F,W,123,0.0,IC,0,18.55,2020,4,2,15,2,0.0
3400    EAGLE                        ST,34.033,-118.197,4,469,1,,0,,,101,0.0,IC,0,13.25,2020,6,2,4,3,5.746203190540153
300 E  61ST                         ST,33.9843,-118.2696,13,1385,2,329,59,F,H,122,0.0,IC,0,29.15,2020,11,0,7,5,3.8918202981106265
3700    AMESBURY                     RD,34.117,-118.2788,11,1132,1,0344 1822,34,M,W,501,0.0,IC,0,51.569,2020,12,5,22,1,4.574710978503383
36TH                         ST,34.0171,-118.2736,13,1342,2,0329 1402,0,F,A,203,0.0,JA,0,47.7,2020,2,2,25,1,3.2188758248682006
9800    DEFIANCE                     AV,33.9474,-118.2453,18,1826,2,0329 0913 0361,33,F,H,501,0.0,IC,0,17.0395,2020,3,2,18,2,0.0
14700    DELANO                       ST,34.1827,-118.4531,9,933,2,0602 0444 2038 2004 1242,54,F,H,501,0.0,IC,2,58.3,2020,6,1,14,6,3.8918202981106265
5800    BERTRAND                     AV,34.1763,-118.5254,10,1045,1,1822 1606 0344 0352 0321 1414,52,F,A,501,0.0,IC,0,24.645000000000003,2020,7,0,6,0,0.0
12100    VIEWCREST                    RD,34.1391,-118.396,15,1591,1,,0,,,101,0.0,IC,0,3.4450000000000003,2020,1,0,13,0,0.0
300 S  CATALINA                     ST,34.0691,-118.2954,20,2026,2,1814 0432 0448 0913 2000,48,F,B,502,400.0,AA,1,40.545,2020,3,0,16,0,0.0
4000 S  CENTRAL                      AV,34.0112,-118.2565,13,1345,1,0906 1822 1309 0312 0432 0334,28,M,H,102,109.0,IC,2,51.675,2020,11,0,2,0,0.0
DURANGO                      AV,34.0508,-118.3885,8,858,1,0358 0385 0344 0346,40,M,W,101,0.0,AO,0,31.8,2020,10,1,20,1,0.0
5000    COLFAX                       AV,34.1616,-118.3878,15,1546,1,2004 0314 1601,27,F,B,501,0.0,IC,0,0.7949999999999999,2020,7,2,27,0,3.8918202981106265
6TH                          ST,34.0601,-118.2761,2,245,2,0329 1307,22,F,H,122,0.0,IC,0,50.35,2020,3,3,25,2,3.2188758248682006
1700 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3089,3,395,1,,0,,,101,0.0,IC,0,50.35,2020,5,5,8,4,3.2188758248682006
6800    HOLLYWOOD                    BL,34.1016,-118.3387,6,645,2,0800 0701 0432 0344 0930,30,M,W,101,0.0,IC,3,39.75,2020,3,2,4,2,0.0
7700    YOLANDA                      AV,34.2102,-118.5404,10,1003,1,,0,,,101,0.0,AA,0,19.345,2020,10,3,15,3,0.0
5300 W  9TH                          ST,34.0589,-118.3453,7,745,2,0929 1822,24,F,W,501,0.0,IC,3,0.265,2020,2,1,24,4,6.07073772800249
700    EXPOSITION                   BL,34.0181,-118.2846,3,378,1,1822 0344,34,F,H,712,0.0,IC,0,53.0,2022,10,0,30,4,9.772524288017316
7800 S  MAIN                         ST,33.9679,-118.2739,12,1258,2,0913 2000 1813 0344 0444,25,M,H,502,400.0,AO,1,27.029999999999998,2020,8,6,23,6,0.0
12300    WILSHIRE                     BL,34.0473,-118.4768,8,831,2,0442 0443 1803,22,F,W,702,511.0,AO,2,18.55,2020,4,4,7,1,4.290459441148391
W  79TH                         ST,33.9679,-118.2783,12,1257,2,1822 0446,32,F,H,203,400.0,IC,1,47.965,2020,11,0,2,0,0.0
900 N  ALAMEDA                      ST,34.0615,-118.2412,1,111,1,2032 0344,45,M,H,406,0.0,IC,0,27.295,2020,2,3,6,3,0.0
1800 S  SYCAMORE                     AV,34.0414,-118.3506,7,774,2,0416 0913 1813,49,M,B,104,400.0,AO,1,35.6425,2020,10,3,1,3,0.0
ASHTON                       AV,34.0659,-118.4282,8,829,1,0344 0346 0358 0385,30,M,W,101,0.0,AO,0,45.845,2020,11,2,17,1,3.2188758248682006
9000 N  SEPULVEDA                    BL,34.2338,-118.4675,19,1972,1,0344 2004,22,X,X,252,0.0,AO,0,29.15,2020,11,3,6,4,5.746203190540153
3300 W  PICO                         BL,34.0506,-118.3127,20,2062,1,1822 0358 0342 1607 0209,0,X,X,203,0.0,IC,0,3.4450000000000003,2020,6,2,10,2,0.0
600 S  BARRINGTON                   AV,34.0577,-118.4681,8,827,1,0416 0913 0417 0360,56,M,W,502,304.0,AA,1,13.25,2020,5,6,10,6,0.0
1500    WILCOX                       AV,34.098,-118.331,6,646,1,0334 0561 0444,63,F,H,502,207.0,IC,2,0.39749999999999996,2020,4,6,5,6,0.0
13500    PAXTON                       ST,34.2689,-118.4328,16,1622,1,0325 0344,0,M,H,410,0.0,IC,0,40.942499999999995,2020,12,5,5,5,0.0
1400 S  GRAND                        AV,34.0372,-118.2654,1,192,1,344,20,M,H,701,0.0,IC,0,27.029999999999998,2023,12,1,4,0,10.366498036641763
10600    ARMINTA                      ST,34.2139,-118.3632,16,1698,1,344,0,M,W,203,0.0,IC,0,46.375,2020,3,0,23,0,0.0
14200    GILMORE                      ST,34.1876,-118.4422,9,926,1,,0,,,101,0.0,IC,0,14.786999999999999,2020,8,1,18,1,0.0
900    ELKHART                      PL,33.9995,-118.4612,14,1415,1,344,28,M,W,707,0.0,IC,0,31.8,2020,9,3,23,2,3.2188758248682006
14600    PARTHENIA                    ST,34.2268,-118.4499,19,1985,2,1813 2000 0444,49,F,H,413,400.0,IC,1,32.595,2020,2,4,14,4,0.0
4300    INGLEWOOD                    BL,33.9962,-118.4198,14,1456,2,1501,25,F,W,145,0.0,IC,3,26.5,2020,12,2,21,0,5.37989735354046
13900    VANOWEN                      ST,34.1976,-118.4356,9,916,1,344,46,M,B,108,0.0,IC,0,31.8,2020,5,4,18,5,6.175867270105761
9200    AIRPORT                      BL,33.9523,-118.3906,14,1495,2,,0,,,203,0.0,IC,3,2.65,2020,11,3,4,6,7.149131598557407
1800 W  SLAUSON                      AV,33.9921,-118.3108,12,1213,1,0342 0302 1281 1309 0416 0312 0417 0429 1822 1206,19,M,H,108,400.0,IC,1,5.6975,2020,1,2,1,2,0.0
4800    CRANER                       AV,34.1577,-118.3691,15,1557,1,1300 0344 1307,37,F,W,101,0.0,IC,0,58.3,2020,3,3,17,1,3.8918202981106265
200 N  AVE 55,34.1094,-118.1963,11,1149,2,2000 0913 0400 0416 1814 1309,26,M,H,502,400.0,AO,1,42.93,2020,3,5,21,5,0.0
6200    TOPANGA CANYON               BL,34.1829,-118.6059,21,2156,1,1606 0344 1202,62,M,W,108,0.0,IC,0,43.195,2020,3,6,29,5,3.2188758248682006
5600    RESEDA                       BL,34.1769,-118.5384,10,1043,1,1609 1822 0344,54,M,O,101,0.0,IC,0,10.6,2020,2,4,14,4,0.0
200 N  SPRING                       ST,34.0539,-118.2436,1,124,1,0344 1822,42,F,W,101,0.0,IC,0,31.8,2020,11,2,4,2,5.1298987149230735
15700    HART                         ST,34.1976,-118.4749,10,1029,2,2000 1813 0913 0400 0444 1821,32,F,H,501,400.0,IC,1,42.4,2020,5,3,21,3,0.0
400 S  KENMORE                      AV,34.0672,-118.2985,20,2025,1,1307 1609 1822 0377 0344 0358,45,M,B,707,0.0,IC,0,58.3,2020,12,3,9,2,3.2188758248682006
2ND                          ST,33.7424,-118.2879,5,564,2,0416 2033 2024 1259 1822,18,M,B,101,400.0,IC,1,45.05,2020,12,1,15,1,0.0
41ST                         ST,34.0093,-118.2784,13,1351,2,0329 1300,35,F,H,122,0.0,IC,0,37.629999999999995,2020,8,4,27,3,3.2188758248682006
MAIN                         ST,33.9538,-118.2739,18,1802,1,0913 0906 2000 1243 1814 1311 0408,35,F,B,101,400.0,AO,1,32.595,2020,1,3,16,3,0.0
10200    MASON                        AV,34.2555,-118.5798,17,1753,1,1300 0325,0,X,X,408,0.0,IC,0,48.8925,2020,3,4,6,4,0.0
5100    FOUNTAIN                     AV,34.0966,-118.3049,6,659,2,1307 0329,27,F,W,122,0.0,IC,0,55.65,2020,3,5,5,3,3.8918202981106265
1700    PALISADES                    DR,34.0764,-118.5628,8,801,2,0400 0553,25,M,A,501,400.0,AA,1,5.565,2020,7,5,4,5,0.0
LA JOLLA                     AV,34.0715,-118.3679,7,723,2,1300 0329,49,M,W,502,0.0,IC,0,0.026500000000000003,2020,10,1,27,1,0.0
7600    GREG                         AV,34.2095,-118.3519,16,1699,1,1300 1822 0344,52,M,H,101,0.0,IC,0,9.01,2020,10,5,29,5,6.9167150203536085
2000 W  SLAUSON                      AV,33.9891,-118.3139,12,1233,1,1402 0416 0408 2003 0561 2002 0913,55,F,H,101,500.0,AA,1,59.625,2020,2,3,27,3,0.0
7900    WARING                       AV,34.0856,-118.3614,7,701,1,,0,,,101,0.0,IC,0,53.0,2020,5,5,15,4,3.2188758248682006
1600 S  HOOVER                       ST,34.0421,-118.2879,20,2088,1,0334 0443 1402 2000 1813 2002 0913,36,M,H,502,511.0,AO,2,45.05,2020,2,2,19,2,0.0
1000 E  59TH                         ST,33.9872,-118.2576,13,1385,1,2032 0344 0917 0377,52,F,H,203,0.0,IC,0,31.8,2020,5,0,11,0,0.0
2700 W  AVENUE 35,34.1138,-118.2338,11,1135,2,1300 0329,39,F,O,104,0.0,IC,0,6.095,2020,4,2,15,2,0.0
8300    FOOTHILL                     BL,34.2634,-118.3074,16,1637,1,0344 0416 0444,19,F,O,406,400.0,AO,0,21.729999999999997,2020,2,1,18,1,0.0
BERNAL,34.0262,-118.2033,4,478,2,0329 1300 1307,35,F,H,101,0.0,IC,0,46.11,2020,3,0,23,0,0.0
5600    SATURN                       ST,34.0485,-118.3609,7,763,2,329,33,F,W,501,0.0,IC,0,21.2,2020,10,5,3,5,0.0
300 S  THURSTON                     AV,34.0704,-118.463,8,815,1,,0,,,101,0.0,IC,0,40.1475,2020,6,1,23,1,0.0
3200 W  6TH                          ST,34.0636,-118.2923,20,2027,1,1822 2032 0344,29,F,W,406,0.0,IC,0,51.41,2020,7,6,7,1,6.124683390894205
6700    DE SOTO                      AV,34.1915,-118.5884,21,2157,2,2038 1814,24,F,H,210,0.0,AO,2,27.348,2020,12,4,18,4,0.0
4900    AQUEDUCT                     AV,34.1603,-118.4738,10,1079,2,2000 0913 1814 0444 1300,28,F,H,104,400.0,IC,1,43.459999999999994,2020,10,0,26,0,0.0
6100    FRANKLIN                     AV,34.1053,-118.3226,6,638,2,2000 0913 1814 0400 0416,28,F,W,502,400.0,AO,1,13.25,2020,8,3,6,3,0.0
3000 W  8TH                          ST,34.0598,-118.2935,20,2036,2,0329 1822,29,M,W,122,0.0,IC,0,2.915,2020,2,1,17,0,3.2188758248682006
3RD,34.063,-118.2727,2,246,1,,0,,,101,0.0,AA,0,19.61,2020,10,2,14,2,0.0
14500    NORDHOFF                     ST,34.2354,-118.4482,19,1974,1,2004 0325,59,M,O,405,0.0,AA,0,37.1,2020,1,3,30,3,0.0
1200 S  BEDFORD                      DR,34.0562,-118.4046,8,886,1,1210 0358 1302 0344 0352 1221 1822,40,M,O,501,0.0,IC,0,14.045000000000002,2020,3,6,7,5,3.2188758248682006
15400    SHERMAN                      WY,34.2012,-118.4684,9,911,1,0344 1420,30,M,H,502,0.0,IC,0,8.215,2020,4,3,9,3,0.0
7500    WOODMAN                      PL,34.2071,-118.4298,9,909,2,0329 1402,0,X,X,103,0.0,AO,0,10.6,2020,7,0,20,0,0.0
6600    YOLANDA                      AV,34.1905,-118.5404,10,1024,1,0344 0385 1822 0202 0216 1414 1420,34,M,W,101,0.0,IC,0,62.063,2020,3,1,2,0,3.2188758248682006
